No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
1094;Midea;"MSBE-24CRN1 (I) /MSBE-24CRN1 (O);MSBD-24CRN1 (I) /MSBD-24CRN1 (O)";Non-Inverter;20400;1870;10.91;4;59568; Rp86,016,192.00 ;EER;;;;
1095;Midea;MSOE-05CRLN2 (I) /MSOE-05CRLN2 (O);Non-Inverter;4510;328;13.75;4;13169.2; Rp19,016,324.80 ;EER;;;;
1096;Midea;"MSOD-09CRLN2 (I) /MSOD-09CRLN2 (O);MSOE-09CRLN2 (I) /MSOE-09CRLN2 (O)";Non-Inverter;8274;709;11.67;4;24160.08; Rp34,887,155.52 ;EER;;;;
1097;Midea;MSIG-09CRDN1  (I) / MSIG-09CRDN1  (O), ;Inverter;4289;338;11.75;4;12523.88; Rp18,084,482.72 ;EER;;;;
1098;Midea;MSUC-09HRFN1  (I) / MSUC-09HRFN1  (O), ;Inverter;4896;287;15.3;4;14296.32; Rp20,643,886.08 ;EER;;;;
1099;Midea;MSUC-12HRFN1  (I) / MSUC-12HRFN1  (O), ;Inverter;6363.4;386;14.61;4;18581.128; Rp26,831,148.83 ;EER;;;;
1100;Midea;MSAF-09CRN2(I) /MSAF-09CRN2(O);Non-Inverter;801.1;8925.6;11.14;4;2339.212; Rp3,377,822.13 ;EER;;;;
1101;Midea;MSFC-09CRN1-32(I) /MSFC-09CRN1-32(O);Non-Inverter;801.1;8925.6;11.14;4;2339.212; Rp3,377,822.13 ;EER;;;;
1102;Midea;MSAF-12CRN2(I) /MSAF-12CRN2(O);Non-Inverter;1053.9;11509.9;10.92;4;3077.388; Rp4,443,748.27 ;EER;;;;
1103;Midea;MSFO-09CRLN2-32(I) /MSFO-09CRLN2-32(O);Non-Inverter;706.3;9012.2;12.76;4;2062.396; Rp2,978,099.82 ;EER;;;;
1104;Midea;MSFO-05CRLN2-32 (I)/(O)MSFC-05CRN1-32 (I)/(O)MSAF-05CRN2 (I)/(O);Non-Inverter;359.3;4213.1;11.72;4;1049.156; Rp1,514,981.26 ;EER;;;;
1105;Midea;MSBC-05CRN1 (I)/(O);Non-Inverter;383.4;4875.91;12.66;4;1119.528; Rp1,616,598.43 ;EER;;;;
1106;Midea;MSBC-07CRN1(I) /MSBC-07CRN1(O);Non-Inverter;740.3;7316.47;9.86;2;2161.676; Rp3,121,460.14 ;EER;;;;
1107;Midea;MSBC-18CRN1(I) /MSBC-18CRN1(O);Non-Inverter;1749.7;17544.62;10.02;3;5109.124; Rp7,377,575.06 ;EER;;;;
1108;Midea;MSFC-05CRN1(I) /MSFC-05CRN1(O);Non-Inverter;406.9;5033.42;12.32;4;1188.148; Rp1,715,685.71 ;EER;;;;
1109;Midea;MSFC-09CRN1(I) /MSFC-09CRN1(O);Non-Inverter;889;10028.91;11.26;4;2595.88; Rp3,748,450.72 ;EER;;;;
1110;Midea;MSFO-05CRLN2(I) /MSFO-05RCLN2(O);Non-Inverter;359.3;4213.1;11.72;4;1049.156; Rp1,514,981.26 ;EER;;;;
1111;Midea;MSFO-09CRLN2(I) /MSFO-09CRLN2(O);Non-Inverter;706.3;9012.2;12.76;4;2062.396; Rp2,978,099.82 ;EER;;;;
1112;Midea;MSAF-18CRN2(I) /MSAF-18CRN2(O);Non-Inverter;1471.6;17327.81;11.76;4;4297.072; Rp6,204,971.97 ;EER;;;;
1113;Midea;MSAF-24CRN2(I) /MSAF-24CRN2(O);Non-Inverter;2014;23459.56;11.64;4;5880.88; Rp8,491,990.72 ;EER;;;;
1114;Midea;MSIAF-05CRDN1 (I) /  (O);Inverter;411;5032.6;11.39;4;1200.12; Rp1,732,973.28 ;EER;;;;
1115;Midea;MSIAF-09CRDN2 (I) /  (O);Inverter;752;8804.4;12.71;4;2195.84; Rp3,170,792.96 ;EER;;;;
1116;Midea;MSAF-07CRN2(I)/(O);Non-Inverter;581.8;7359.93;10.77;4;1698.856; Rp2,453,148.06 ;EER;;;;
1117;Midea;MSAF-05CRN2(I)/(O);Non-Inverter;359.8;4284.3;11.91;4;1050.616; Rp1,517,089.50 ;EER;;;;
1118;Midea;MSAF-09CRN2(I)/(O);Non-Inverter;778.4;8732.5;11.22;4;2272.928; Rp3,282,108.03 ;EER;;;;
1119;Midea;MSFC-12CRN1-32(I)/(O);Non-Inverter;1053.9;11509.9;10.92;4;3077.388; Rp4,443,748.27 ;EER;;;;
1120;Midea;MSAF-05CRN2(I)/(O);Non-Inverter;359.8;4248.3;11.91;4;1050.616; Rp1,517,089.50 ;EER;;;;
1121;Midea;MSAF-09CRN2(I)/(O);Non-Inverter;778.4;8732.5;11.22;4;2272.928; Rp3,282,108.03 ;EER;;;;
1122;Midea;MSAF-12CRN2(I)/(O);Non-Inverter;1025.7;11344.7;11.06;4;2995.044; Rp4,324,843.54 ;EER;;;;
1123;Midea;MSAF-18CRN2(I)/(O);Non-Inverter;1639.1;17162.6;10.47;4;4786.172; Rp6,911,232.37 ;EER;;;;
1124;Midea;MSAF-24CRN2(I)/(O);Non-Inverter;2004.5;23162;11.55;4;5853.14; Rp8,451,934.16 ;EER;;;;
1125;Midea;"MSFC-05CRN1-32(I)/(O); MSAF-05CRN2(I)/(O)";Non-Inverter;361.2;4376.8;12.12;4;1054.704; Rp1,522,992.58 ;EER;;;;
1126;Midea;"MSFC-09CRN1-32(I)/(O); MSAF-09CRN2(I)/(O)";Non-Inverter;797;8516.9;10.69;4;2327.24; Rp3,360,534.56 ;EER;;;;
1127;Midea;MSAF-12CRN2(I)/(O);Non-Inverter;1025.7;11344.7;11.06;4;2995.044; Rp4,324,843.54 ;EER;;;;
1128;Midea;MSIAF-12CRDN2 (I) /  (O);Inverter;1124;12260.2;12.63;4;3282.08; Rp4,739,323.52 ;EER;;;;
1129;Midea;MSIAF-18CRDN2 (I) /  (O);Inverter;1888;18170.8;12.03;4;5512.96; Rp7,960,714.24 ;EER;;;;
1130;Midea;MSAF-09CRN2(I)/ MSAF-09CRN2(O);Non-Inverter;789.5;8956.6;3.53;2;2171.412346; Rp3,135,519.43 ;CSPF;;;;
1131;Midea;MSAF-18CRN2X(I)/ MSAF-18CRN2X(O);Non-Inverter;1693.2;18474.9;3.4;2;4650.257568; Rp6,714,971.93 ;CSPF;;;;
1132;Midea;MSAF-12CRN2X(I)/MSAF-12CRN2X(O);Non-Inverter;1041;11425.2;3.42;2;2858.982744; Rp4,128,371.08 ;CSPF;;;;
1133;Midea;"MSAF-05CRN2(I) / MSAF-05CRN2 (O); MSFC-05CRN1-32(I) /  MSFC-05CRN1-32 (O); MSFO-05CRLN2-32(I) /  MSFO-05CRLN2-32(O)";Non-Inverter;343.7;5031.9;4.56;4;944.367403; Rp1,363,666.53 ;CSPF;;;;
1134;Midea;MSAF-07CRN2(I) / MSAF-07CRN2(O);Non-Inverter;629.3;7496.8;3.71;2;1729.321911; Rp2,497,140.84 ;CSPF;;;;
1135;Midea;"MSAF-09CRN2(I) / MSAF-09CRN2(O); MSFC-09CRN1-32(I) /  MSFC-09CRN1-32(O)";Non-Inverter;778.2;9421.6;3.77;2;2138.735808; Rp3,088,334.51 ;CSPF;;;;
1136;Midea;MSAF-24CRN2(I) / MSAF-24CRN2(O);Non-Inverter;1971.2;25146;3.97;3;5420.660818; Rp7,827,434.22 ;CSPF;;;;
1137;Midea;MSFC-12CRN1-32(I) / MSFC-12CRN1-32(O);Non-Inverter;1013.2;11816.3;3.63;2;2785.792164; Rp4,022,683.89 ;CSPF;;;;
1138;Midea;MSFO-09CRLN2-32(I) / MSFO-09CRLN2-32(O);Non-Inverter;713.5;9442.3;4.12;3;1961.346874; Rp2,832,184.89 ;CSPF;;;;
1139;Midea;MSIAF-09CRDN2(I) / MSIAF-09CRDN2(O);Inverter;767.4;9558.9;4.73;4;1729.50016; Rp2,497,398.23 ;CSPF;;;;
1140;Midea;MSIAF-12CRDN2(I) / MSIAF-12CRDN2(O);Inverter;1048.4;11944.2;4.8;4;2129.55891; Rp3,075,083.07 ;CSPF;;;;
1141;Midea;MSIAF-18CRDN2(I) / MSIAF-18CRDN2(O);Inverter;1838.2;18250.4;4.96;4;3148.941119; Rp4,547,070.98 ;CSPF;;;;
1142;Midea;"MSFO-09CRLN2-32(I) / MSFO-09CRLN2-32(O); MSAF-09CRN2(I) / MSAF-09CRN2(O); MSFC-09CRN1-32(I) / SFC-09CRN1-32(O)";Non-Inverter;723.2;9566.5;4.12;3;1987.145597; Rp2,869,438.24 ;CSPF;;;;
1143;Midea;MSIMT-09CRN2(I) / MSIMT-09CRN2 (O);Inverter;614.5;9583.3;6.42;5;1277.479338; Rp1,844,680.16 ;CSPF;;;;
1144;Midea;MSIMT-12CRN2(I) / MSIMT-12CRN2 (O);Inverter;870.5;12281.5;5.62;5;1870.203761; Rp2,700,574.23 ;CSPF;;;;
1145;Midea;MSAF-09CRN2X(I) / MSAF-09CRN2X(O;Non-Inverter;792.3;9000;3.47;2;2219.662084; Rp3,205,192.05 ;CSPF;;;;
1146;Midea;"MSAF-09CRN2X(I) / MSAF-09CRN2X(O); MSEAF-09CRN2X(I) / MSEAF-09CRN2X (O); MSXAF-09CRN2X(I) / MSXAF-09CRN2X (O); MSFC-09CRN2X(I) /  MSFC-09CRN2X (O)";Non-Inverter;791.1;9000;3.63;2;2121.825739; Rp3,063,916.37 ;CSPF;;;;
1147;Midea;MSAF-24CRN2X(I) / MSAF-24CRN2X(O);Non-Inverter;2114.7;24000;3.73;2;5506.507548; Rp7,951,396.90 ;CSPF;;;;
1148;Midea;"MSAF-05CRN2X(I) / MSAF-05CRN2X(O); MSFC-05CRN2X(I)/ MSFC-05CRN2X(O; MSXAF-05CRN2X(I)/ MSXAF-05CRN2X(O)";Non-Inverter;348.4;4800;4.05;3;1014.285094; Rp1,464,627.68 ;CSPF;;;;
1149;Midea;MSIAF-09CRDN2X(I) / MSIAF-09CRDN2X(O);Inverter;853.3;9000;4.68;4;1645.775092; Rp2,376,499.23 ;CSPF;;;;
1150;Midea;MSIAF-05CRDN2X (I) / MSIAF-05CRDN2X (O);Inverter;393.8;5000;4.49;4;953.0100758; Rp1,376,146.55 ;CSPF;;;;
1151;Midea;MSIAF-09CRDN2X (I) / MSIAF-09CRDN2X (O);Inverter;848.9;9000;4.4;4;1750.506235; Rp2,527,731.00 ;CSPF;;;;
1152;Midea;MSAF-05CRN2X(I) / MSAF-05CRN2X(O);Non-Inverter;341.4;4800;3.99;3;1029.537501; Rp1,486,652.15 ;CSPF;;;;
1153;Midea;"MSAF-05CRN2X (I) / MSAF-05CRN2X (O); MSFC-05CRN2X (I) / MSFC-05CRN2X (O)";Non-Inverter;340.9;4800;4.14;3;992.235418; Rp1,432,787.94 ;CSPF;;;;
1154;Midea;MSFC-09CRN2X (I) / MSFC-09CRN2X (O);Non-Inverter;780.6;9000;3.5;2;2200.636409; Rp3,177,718.98 ;CSPF;;;;
1155;Midea;MSAF-09CRN2X (I) / MSAF-09CRN2X (O);Non-Inverter;771.1;9000;3.57;2;2157.486676; Rp3,115,410.76 ;CSPF;;;;
1156;Midea;MSAFE-05CRN2X (I) / MSAFE-05CRN2X (O);Non-Inverter;424.1;5000;3.98;3;1075.129457; Rp1,552,486.94 ;CSPF;;;;
1157;Midea;MSFCE-05CRN2X (I) / MSFCE-05CRN2X (O);Non-Inverter;431.2;5000;3.5;2;1222.575783; Rp1,765,399.43 ;CSPF;;;;
1158;Midea;"MSAF-12CRN2X (I) / MSAF-12CRN2X (O); MSFC-12CRN2X (I) /  MSFC-12CRN2X (O)";Non-Inverter;1072.6;12000;3.41;2;3011.62363; Rp4,348,784.52 ;CSPF;;;;
1159;Midea;MSCE-10CRFN8-ID / MSCE-10CRFN8-OD;Inverter;983.2;9000;4.25;4;1812.288808; Rp2,616,945.04 ;CSPF;;;;
1160;Midea;MSCE-13CRFN8-ID / MSCE-13CRFN8-OD;Inverter;1279.9;12000;5.29;5;1941.330166; Rp2,803,280.76 ;CSPF;;;;
1161;Midea;MSAF-07CRN2X(I) /  MSAF-07CRN2X(O);Non-Inverter;656.3;7000;3.73;2;1606.064701; Rp2,319,157.43 ;CSPF;;;;
1162;Midea;MSAFE-18CRN2X(I) /  MSAFE-18CRN2X(O);Non-Inverter;1506.2;18000;3.45;2;4465.059381; Rp6,447,545.75 ;CSPF;;;;
1163;Midea;MSCE-10CRFN8-ID / MSCE-10CRFN8-OD;Inverter;959.3;9000;4.29;4;1795.39101; Rp2,592,544.62 ;CSPF;;;;
1164;Midea;MSCE-13CRFN8-ID / MSCE-13CRFN8-OD;Inverter;1337.5;12000;4.82;4;2130.629995; Rp3,076,629.71 ;CSPF;;;;
1165;Midea;MSCE-19CRFN8-ID / MSCE-19CRFN8-OD;Inverter;1878.4;18000;5.35;5;2879.337358; Rp4,157,763.14 ;CSPF;;;;
1166;Midea;MSCE-25CRFN8-ID / MSCE-25CRFN8-OD;Inverter;797.9;24000;4.44;4;4625.962422; Rp6,679,889.74 ;CSPF;;;;
1167;Midea;MSCE-06CRFN8-ID / MSCE-06CRFN8-OD;Inverter;434.6;5500;4.87;4;966.5126826; Rp1,395,644.31 ;CSPF;;;;
1168;Midea;MSCE-19CRFN8-ID /  MSCE-19CRFN8-OD;Inverter;1878.4;18000;5.35;5;2879.337358; Rp4,157,763.14 ;CSPF;;;;
1169;Midea;MSCE-22CRFN8-ID / MSCE-22CRFN8-OD;Inverter;2262.6;22000;4.69;4;4014.427944; Rp5,796,833.95 ;CSPF;;;;
1170;Midea;MSCE-25CRFN8-ID /  MSCE-25CRFN8-OD;Inverter;2526;24000;4.44;4;4625.962422; Rp6,679,889.74 ;CSPF;;;;
1171;Midea;"MSFL-07CRN8-ID /   MSFL-07CRN8-OD ; MSFQ-07CRN8-ID /   MSFQ-07CRN8-OD ; MSPT-07CRN8-ID /   MSPT-07CRN8-OD";Non-Inverter;641.7;7799.47;3.78;2;1765.822804; Rp2,549,848.13 ;CSPF;;;;
1172;Midea;"MSFL-05CRN8-ID/MSFL-05CRN8-OD ; MSFQ-05CRN8-ID/MSFQ-05CRN8-OD ; MSPT-05CRN8-ID/MSPT-05CRN8-OD";Non-Inverter;397.7;5238.32;4.1;3;1093.407371; Rp1,578,880.24 ;CSPF;;;;
1173;Midea;"MSFL-09CRN8-ID / MSFL-09CRN8-OD; MSFQ-09CRN8-ID / MSFQ-09CRN8-OD; MSPT-09CRN8-ID / MSPT-09CRN8-OD";Non-Inverter;827.2;9290.92;3.5;2;2271.770759; Rp3,280,436.98 ;CSPF;;;;
1174;Midea;"MSFL-24CRN8-ID / MSFL-24CRN8-OD; MSFQ-24CRN8-ID / MSFQ-24CRN8-OD; MSPT-24CRN8-ID / MSPT-24CRN8-OD";Non-Inverter;2049.3;24586.19;3.73;2;5641.0017; Rp8,145,606.46 ;CSPF;;;;
1175;Midea;MSCE-10CRFN8-ID / MSCE-10CRFN8-OD;Inverter;892.5;9176.61;5.23;5;1501.600537; Rp2,168,311.18 ;CSPF;;;;
1176;Midea;"MSFT-12CRN8-ID/ MSFT-12CRN8-OD; MSFL-12CRN8-ID/ MSFL-12CRN8-OD; MSFQ-12CRN8-ID/ MSFQ-12CRN8-OD ; MSPT-12CRN8-ID/ MSPT-12CRN8-OD";Non-Inverter;1083.2;12018.59;3.45;2;2981.317668; Rp4,305,022.71 ;CSPF;;;;
1177;Midea;"MSFT-18CRN8-ID/ MSFT-18CRN8-OD ; MSFL-18CRN8-ID/ MSFL-18CRN8-OD ; MSFQ-18CRN8-ID/ MSFQ-18CRN8-OD ; MSPT-18CRN8-ID/ MSPT-18CRN8-OD";Non-Inverter;1508.8;17215.96;3.55;2;4150.273533; Rp5,992,994.98 ;CSPF;;;;
1178;MIJIA;ASC-09WO/N1C5-ID (Indoor : ASC-09W/N1C5-ID) (Outdoor : ASC-09O/N1C5-ID);Inverter;630;9000;5.74;5;1341.851469; Rp1,937,633.52 ;CSPF;;;;
1179;MITSUBISHI;MSY-JT10VF /  MUY-JT10VF;Inverter;913.2;9246.3;15.02;4;2666.544; Rp3,850,489.54 ;EER;;;;
1180;MITSUBISHI;SRK10YYF-W3/SRC10YYF-W3;Inverter;944.5;10410.79;5.38;5;1656.056843; Rp2,391,346.08 ;CSPF;;;;
1181;MITSUBISHI;SRK13YYF-W3/SRC13YYF-W3;Inverter;1212.6;131617.8;5.42;5;20782.08753; Rp30,009,334.40 ;CSPF;;;;
1182;MITSUBISHI;SRK18YYF-W3/SRC18YYF-W3;Inverter;1688.8;18482.17;5.6;5;2824.481682; Rp4,078,551.55 ;CSPF;;;;
1183;MITSUBISHI;Indoor MS-HK 10 VA /Outdoor MU-HK 10 VA;Non-Inverter;800;8405.46;10.48;4;2336; Rp3,373,184.00 ;EER;;;;
1184;MITSUBISHI;Indoor MS-HK 13 VA /Outdoor MU-HK 13 VA;Non-Inverter;1160;12414.22;10.74;4;3387.2; Rp4,891,116.80 ;EER;;;;
1185;MITSUBISHI;Indoor MS-HK 18VA /Outdoor MS-HK 18 VA;Non-Inverter;1610;16108.73;10.02;3;4701.2; Rp6,788,532.80 ;EER;;;;
1186;MITSUBISHI;Indoor MS-HK 24VA /Outdoor MS-HK 24VA;Non-Inverter;2180;21748.09;9.98;3;6365.6; Rp9,191,926.40 ;EER;;;;
1187;MITSUBISHI;Indoor MSY-GJ10VA / Outdoor MUY-GJ10VA;Inverter;820;8871.88;12.56;4;2394.4; Rp3,457,513.60 ;EER;;;;
1188;MITSUBISHI;Indoor MSY-GJ13VA / Outdoor MUY-GJ13VA;Inverter;970;10922.49;13.1;4;2832.4; Rp4,089,985.60 ;EER;;;;
1189;MITSUBISHI;Indoor MSY-GF18VA / Outdoor MUY-GF18VA;Inverter;1670;17069.9;13.34;4;4876.4; Rp7,041,521.60 ;EER;;;;
1190;MITSUBISHI;Indoor MSY-GF24VA / Outdoor MUY-GF24VA;Inverter;1940;22662.85;15.22;4;5664.8; Rp8,179,971.20 ;EER;;;;
1191;MITSUBISHI;Indoor MS-HP10VF Outdoor MU-HP10VF;Non-Inverter;805.5;9740;12.09;4;2352.06; Rp3,396,374.64 ;EER;;;;
1192;MITSUBISHI;Indoor MS-HP13VF Outdoor MU-HP13VF;Non-Inverter;1124.9;12898;11.46;4;3284.708; Rp4,743,118.35 ;EER;;;;
1193;MITSUBISHI;Indoor MS-HP18VF Outdoor MU-HP18VF;Non-Inverter;1627.8;18419;11.31;4;4753.176; Rp6,863,586.14 ;EER;;;;
1194;MITSUBISHI;Indoor MS-HP24VF Outdoor MU-HP24VF;Non-Inverter;1882.2;23025;12.23;4;5496.024; Rp7,936,258.66 ;EER;;;;
1195;MITSUBISHI;MSY-JP10VF /  MUY-JP10VF;Inverter;1005.05;9616.04;14.04;4;2934.746; Rp4,237,773.22 ;EER;;;;
1196;MITSUBISHI;MSY-JP13VF /  MUY-JP13VF;Inverter;1277.16;12634.57;14.27;4;3729.3072; Rp5,385,119.60 ;EER;;;;
1197;MITSUBISHI;MSY-JP18VF /  MUY-JP18VF;Inverter;1971.5;17737.73;13.31;4;5756.78; Rp8,312,790.32 ;EER;;;;
1198;MITSUBISHI;MSY-JP24VF /  MUY-JP24VF;Inverter;1946.24;22628.55;14.29;4;5683.0208; Rp8,206,282.04 ;EER;;;;
1199;MITSUBISHI;MSZ-LN10VFV /  MUZ-LN10VF,  MSZ-LN10VFB /  MUZ-LN10VF,  MSZ-LN10VFR /  MUZ-LN10VF;Inverter;531.04;9012.59;20.4;4;1550.6368; Rp2,239,119.54 ;EER;;;;
1200;MITSUBISHI;MSZ-LN13VFV /  MUZ-LN13VF, MSZ-LN13VFB /  MUZ-LN13VF, MSZ-LN13VFR /  MUZ-LN13VF;Inverter;983.94;13107.06;17.68;4;2873.1048; Rp4,148,763.33 ;EER;;;;
1201;MITSUBISHI;MSZ-LN18VFV /  MUZ-LN18VF, MSZ-LN18VFB /  MUZ-LN18VF, MSZ-LN18VFR /  MUZ-LN18VF;Inverter;1448.07;18153.58;16.43;4;4228.3644; Rp6,105,758.19 ;EER;;;;
1202;MITSUBISHI;"MS-JR10VF-NE1;MU-JR10VF-NE1";Non-Inverter;830.89;9215.06;11.09;4;2426.1988; Rp3,503,431.07 ;EER;;;;
1203;MITSUBISHI;"MS-JR13VF-NE1;MU-JR13VF-NE1";Non-Inverter;1115.61;12125.09;10.87;4;3257.5812; Rp4,703,947.25 ;EER;;;;
1204;MITSUBISHI;"MS-JR18VF-NE1;MU-JR18VF-NE1";Non-Inverter;1607.39;17007.59;10.58;4;4693.5788; Rp6,777,527.79 ;EER;;;;
1205;MITSUBISHI;"MS-JR24VF-NE1;MU-JR24VF-NE1";Non-Inverter;1936.93;22180.05;11.45;4;5655.8356; Rp8,167,026.61 ;EER;;;;
1206;MITSUBISHI;MSY-JT05VF / MUY-JT05VF;Inverter;355;5118;17.84;4;1036.6; Rp1,496,850.40 ;EER;;;;
1207;MITSUBISHI;MSY-JT07VF / MUY-JT07VF;Inverter;590;6824;17.38;4;1722.8; Rp2,487,723.20 ;EER;;;;
1208;MITSUBISHI;MSY-JT13VF /  MUY-JT13VF;Inverter;1281.1;12573.6;14.73;4;3740.812; Rp5,401,732.53 ;EER;;;;
1209;MITSUBISHI;MSY-JT18VF /  MUY-JT18VF;Inverter;1870.2;17876.69;13.36;4;5460.984; Rp7,885,660.90 ;EER;;;;
1210;MITSUBISHI;MSY-JT24VF /  MUY-JT24VF;Inverter;1983.8;23483.64;16.36;4;5792.696; Rp8,364,653.02 ;EER;;;;
1211;MITSUBISHI;Indoor:   MS-JR10VF-NE1  Outdoor:  MU-JR10VF-NE1 ;Non-Inverter;813;9386.36;3.59;2;2237.569777; Rp3,231,050.76 ;CSPF;;;;
1212;MITSUBISHI;Indoor:   MS-JR13VF-NE1  Outdoor:  MU-JR13VF-NE1;Non-Inverter;1162.2;12786.72;3.42;2;3199.682442; Rp4,620,341.45 ;CSPF;;;;
1213;MITSUBISHI;Indoor:   MS-JR18VF-NE1  Outdoor:  MU-JR18VF-NE1 ;Non-Inverter;1608.7;17868.97;3.46;2;4419.745373; Rp6,382,112.32 ;CSPF;;;;
1214;MITSUBISHI;Indoor:   MS-JR24VF-NE1  Outdoor:  MU-JR24VF-NE1 ;Non-Inverter;1913;22225.7;3.62;2;5254.370664; Rp7,587,311.24 ;CSPF;;;;
1215;MITSUBISHI;Indoor: MSYJT05VF Outdoor: MUYJT05VF;Inverter;352.1;5118;6.4;5;684.375; Rp988,237.50 ;CSPF;;;;
1216;MITSUBISHI;Indoor: MSYJT07VF Outdoor: MUYJT07VF;Inverter;577;6824;6.21;5;940.4186795; Rp1,357,964.57 ;CSPF;;;;
1217;MITSUBISHI;Indoor: MSYJT10VF Outdoor: MUYJT10VF;Inverter;937.4;8871;5.5;5;1380.332516; Rp1,993,200.15 ;CSPF;;;;
1218;MITSUBISHI;Indoor: MSYJT13VF Outdoor: MUYJT13VF;Inverter;1310.4;12283;5.64;5;1863.79944; Rp2,691,326.39 ;CSPF;;;;
1219;MITSUBISHI;Indoor: MSYJT18VF Outdoor: MUYJT18VF;Inverter;1911.1;17742;5.04;5;3012.630492; Rp4,350,238.43 ;CSPF;;;;
1220;MITSUBISHI;Indoor: MSYJT24VF Outdoor: MUYJT24VF;Inverter;2004.5;22520;5.9;5;3266.556719; Rp4,716,907.90 ;CSPF;;;;
1221;MITSUBISHI;"MS-JR10VF-NE1 (Indoor) ; MU-JR10VF-NE1 (Outdoor)";Non-Inverter;827.7;9042;3.57;2;2167.554947; Rp3,129,949.34 ;CSPF;;;;
1222;MITSUBISHI;"MS-JR13VF-NE1 (Indoor) ; MU-JR13VF-NE1 (Outdoor)";Non-Inverter;1155.2;12284;3.42;2;3073.884398; Rp4,438,689.07 ;CSPF;;;;
1223;MITSUBISHI;"MS-JR18VF-NE1 (Indoor) ; MU-JR18VF-NE1 (Outdoor)";Non-Inverter;1637.2;17402;3.4;2;4380.201365; Rp6,325,010.77 ;CSPF;;;;
1224;MITSUBISHI;"MS-JR24VF-NE1 (Indoor) ; MU-JR24VF-NE1 (Outdoor)";Non-Inverter;1971;21838;3.53;2;5294.341916; Rp7,645,029.73 ;CSPF;;;;
1225;MITSUBISHI;8530 BTU / h;Inverter;670;8409.19;14.96;4;1956.4; Rp2,825,041.60 ;EER;;;;
1226;MITSUBISHI;10918 - 11942 BTU / h;Inverter;980;11707.39;14.85;4;2861.6; Rp4,132,150.40 ;EER;;;;
1227;MITSUBISHI;17060 BTU / h;Inverter;1640;16196.07;11.74;4;4788.8; Rp6,915,027.20 ;EER;;;;
1228;MITSUBISHI;5000 BTU/h (SRK/C05CR-S3);Non-Inverter;490;4511.53;10.63;4;1430.8; Rp2,066,075.20 ;EER;;;;
1229;MITSUBISHI;8530 BTU/h;Non-Inverter;925;7889.21;9.05;2;2701; Rp3,900,244.00 ;EER;;;;
1230;MITSUBISHI;9213 BTU/h (SRK/C10CRS-S3);Non-Inverter;740;8589.04;11.8;4;2160.8; Rp3,120,195.20 ;EER;;;;
1231;MITSUBISHI;11771 BTU/h (SRK/C12CR-S3);Non-Inverter;1120;11194.69;10.13;3;3270.4; Rp4,722,457.60 ;EER;;;;
1232;MITSUBISHI;9000 BTU/h (SRK/C09CRR-S3);Non-Inverter;868;8122.67;10.03;3;2534.56; Rp3,659,904.64 ;EER;;;;
1233;MITSUBISHI;12283 BTU/h (SRK/C13CRS-S3);Non-Inverter;1000;11391.94;11.25;4;2920; Rp4,216,480.00 ;EER;;;;
1234;MITSUBISHI;17413 - 18425 BTU/h (SRK/C18CS-S3);Non-Inverter;1460;17742.79;11.9;4;4263.2; Rp6,156,060.80 ;EER;;;;
1235;MITSUBISHI;24266 - 25249 BTU/h (SRK/C24CS-S3);Non-Inverter;2605;24878.95;11.97;4;7606.6; Rp10,983,930.40 ;EER;;;;
1236;MITSUBISHI;SRK/C12CT-S3;Non-Inverter;1093;12009.57;10.98;4;3191.56; Rp4,608,612.64 ;EER;;;;
1237;MITSUBISHI;SRK/C09CTR-S3;Non-Inverter;841.1;9192.37;10.92;4;2456.012; Rp3,546,481.33 ;EER;;;;
1238;MITSUBISHI;SRK10YW-W3/SRC10YW-W3;Non-Inverter;745;8530;11.87;4;2175.4; Rp3,141,277.60 ;EER;;;;
1239;MITSUBISHI;SRK13YW-W3/SRC13YW-W3;Non-Inverter;1055;10912;10.78;4;3080.6; Rp4,448,386.40 ;EER;;;;
1240;MITSUBISHI;SRK18YW-W3/SRC18YW-W3;Non-Inverter;1470;17055;11.29;4;4292.4; Rp6,198,225.60 ;EER;;;;
1241;MITSUBISHI;SRK05CXP-W3 / SRC05CXP-W3;Non-Inverter;351.6;4701.23;13.31;4;1026.672; Rp1,482,514.37 ;EER;;;;
1242;MITSUBISHI;SRK09CXP-W3 / SRC09CXP-W3;Non-Inverter;781.3;8822.72;11.27;4;2281.396; Rp3,294,335.82 ;EER;;;;
1243;MITSUBISHI;SRK12CXP-W3 / SRC12CXP-W3;Non-Inverter;1034.4;11277.98;10.88;4;3020.448; Rp4,361,526.91 ;EER;;;;
1244;MITSUBISHI;SRK18CXP-W3 / SRC18CXP-W3;Non-Inverter;1492.8;17469.16;11.69;4;4358.976; Rp6,294,361.34 ;EER;;;;
1245;MITSUBISHI;SRK10YXS-W3 /  SRC10YXS-W3;Inverter;687.1;10259.7;17.76;4;2006.332; Rp2,897,143.41 ;EER;;;;
1246;MITSUBISHI;SRK13YXS-W3 /  SRC13YXS-W3;Inverter;1033.5;12950.33;16.7;4;3017.82; Rp4,357,732.08 ;EER;;;;
