No;Merek;Famili;Tipe;Daya (watt);Kapasitas Pendinginan (BTU/h);Nilai Efisiensi (EER/CSPF);Rating Bintang (1-5);Konsumsi Energi Tahunan (kWh);Biaya Listrik Tahunan (Rp);Baseline;;;;
915;Honshu;HSWS24DS;Inverter;2204.2;24000;4.82;4;4261.25999; Rp6,153,259.43 ;CSPF;;;;
916;Honshu;HSWS05DS;Non-Inverter;433;5000;3.52;2;1215.62933; Rp1,755,368.75 ;CSPF;;;;
917;Honshu;HSWS09DS;Non-Inverter;800.6;9000;3.18;1;2422.084098; Rp3,497,489.44 ;CSPF;;;;
918;Honshu;HSWS12DS;Non-Inverter;12000;12000;3.1;1;3312.785993; Rp4,783,662.97 ;CSPF;;;;
919;Honshu;HSWS18DS;Non-Inverter;1553;18000;3.18;1;4844.168197; Rp6,994,978.88 ;CSPF;;;;
920;IKEDA;IAS05LWA;Non-Inverter;344;6349.73;18.46;4;1004.48; Rp1,450,469.12 ;EER;;;;
921;IKEDA;IAS05FA;Non-Inverter;477;6868.36;14.4;4;1392.84; Rp2,011,260.96 ;EER;;;;
922;IKEDA;IAS09LWA;Non-Inverter;710;9724.2;13.72;4;2073.2; Rp2,993,700.80 ;EER;;;;
923;IKEDA;IAS09FA;Non-Inverter;832;10921.81;13.14;4;2429.44; Rp3,508,111.36 ;EER;;;;
924;IKEDA;IAS12FA;Non-Inverter;1084;14122.27;14.18;4;3165.28; Rp4,570,664.32 ;EER;;;;
925;IKEDA;IAS18FA;Non-Inverter;1477;20045.5;14.03;4;4312.84; Rp6,227,740.96 ;EER;;;;
926;LG;"QS-C0566NKO(T05NWA;T05NLA;T05EG)";Non-Inverter;610;4600;10.98;4;1781.2; Rp2,572,052.80 ;EER;;;;
927;LG;QS-C0564NAO;Non-Inverter;480;4300;12.14;4;1401.6; Rp2,023,910.40 ;EER;;;;
928;LG;QS-C0766NK0;Non-Inverter;653.1;6769.1;10.36;3;1907.052; Rp2,753,783.09 ;EER;;;;
929;LG;QS-C096QNK0;Non-Inverter;916.6;8303.7;9.06;2;2676.472; Rp3,864,825.57 ;EER;;;;
930;LG;QS-Q096W5A0  (T10EMV);Inverter;907.7;9205.2;12.21;4;2650.484; Rp3,827,298.90 ;EER;;;;
931;LG;QS-Q056W5A0  (T06EMV);Inverter;437.8;5427;13.32;4;1278.376; Rp1,845,974.94 ;EER;;;;
932;LG;BS-Q096WEA4;Inverter;853.61;9157.74;12.14;4;2492.5412; Rp3,599,229.49 ;EER;;;;
933;LG;BS-Q096J1S1;Inverter;665.32;9600.34;17;4;1942.7344; Rp2,805,308.47 ;EER;;;;
934;LG;BS-Q126J1S1;Inverter;999.81;12155.11;15.3;4;2919.4452; Rp4,215,678.87 ;EER;;;;
935;LG;BS-Q186K1S0;Inverter;1468.96;17975.92;14.85;4;4289.3632; Rp6,193,840.46 ;EER;;;;
936;LG;BS-Q126J3A0;Inverter;1044.62;12355.84;13.93;4;3050.2904; Rp4,404,619.34 ;EER;;;;
937;LG;BS-Q186K3A0;Inverter;1463.18;17775.22;14.52;4;4272.4856; Rp6,169,469.21 ;EER;;;;
938;LG;QS-Q076W5A0  (T08EMV);Inverter;613.6;7166.7;12.3;4;1791.712; Rp2,587,232.13 ;EER;;;;
939;LG;QS-Q056W5A1  (E06FMV);Inverter;303.9;4442;14.69;4;887.388; Rp1,281,388.27 ;EER;;;;
940;LG;QS-Q096W5A1  (E10FMV);Inverter;698.7;8667.4;13.76;4;2040.204; Rp2,946,054.58 ;EER;;;;
941;LG;QS-Q076W5A1  (T08EMV1);Inverter;628.3;7559.2;12.79;4;1834.636; Rp2,649,214.38 ;EER;;;;
942;LG;BS-Q096J1S0  (D10SMV.NJ0T, D10SMV.UJ0T);Inverter;410;9200;12.6;4;1197.2; Rp1,728,756.80 ;EER;;;;
943;LG;S4-Q12JA2PA  (E13SIV.NJAT, E13SIV.UJAT);Inverter;1030;12000;14.75;4;3007.6; Rp4,342,974.40 ;EER;;;;
944;LG;S3-Q18K21PA (D19RIV3.NKAT, D19RIV3.UKAT);Inverter;1404.57;17962.95;15.57;4;4101.3444; Rp5,922,341.31 ;EER;;;;
945;LG;S4-Q18K22PA (E19SIV.NKAT, E19SIV.UKAT);Inverter;1458.04;18012.05;14.68;4;4257.4768; Rp6,147,796.50 ;EER;;;;
946;LG;S4-Q07WA5AA (T08EV);Non-Inverter;626.4;7308.3;12.14;4;1829.088; Rp2,641,203.07 ;EER;;;;
947;LG;S4-Q09WA5AA (T10EV);Non-Inverter;913.8;9488.7;11.53;4;2668.296; Rp3,853,019.42 ;EER;;;;
948;LG;S3-Q09JL1PA (D10RIV3.NJAT, D10RIV3.UJAT);Inverter;610.42;9723.52;18.22;4;1782.4264; Rp2,573,823.72 ;EER;;;;
949;LG;S3-Q12JL1PA (D13RIV3.NJAT, D13RIV3.UJAT);Inverter;882.41;12239.01;16.7;4;2576.6372; Rp3,720,664.12 ;EER;;;;
950;LG;SQ-Q06WA5AA (T06EV3.NWAT, T06EV3.UWAT, T06EV3.NWAH, T06EV3.UWAH);Inverter;490.42;6223.73;12.82;4;1432.0264; Rp2,067,846.12 ;EER;;;;
951;LG;SQ-Q09WA5AA (T10EV3.NWAT, T10EV3.UWAT, T10EV3.NWAH, T10EV3.UWAH);Inverter;927.3;9237.72;11.54;4;2707.716; Rp3,909,941.90 ;EER;;;;
952;LG;S3-Q05WA6AA (E06SV3.NWAT, E06SV3.UWAT);Inverter;285.85;4219.25;13.34;4;834.682; Rp1,205,280.81 ;EER;;;;
953;LG;S3-Q09WA6AA (E10SV3.NWAT, E10SV3.UWAT);Inverter;625.71;8000.39;13.8;4;1827.0732; Rp2,638,293.70 ;EER;;;;
954;LG;S3-Q12JA2PA (E13SIV3.NJAT, E13SIV3.UJAT, T13EV3.NJAT, T13EV3.UJAT);Inverter;380;11931.93;14.46;4;1109.6; Rp1,602,262.40 ;EER;;;;
955;LG;S3-Q18KL2PA (E19SIV3.NKAT, E19SIV3.UKAT, T19EV3.NKAT, T19EV3.UKAT);Inverter;1523.09;18042.93;14.16;4;4447.4228; Rp6,422,078.52 ;EER;;;;
956;LG;S3-Q09JL1YA (P10RV3.NJAT, P10RV3.UJAT);Inverter;596.13;9111.35;16.6;4;1740.6996; Rp2,513,570.22 ;EER;;;;
957;LG;S3-Q12JL1YA (P13RV3.NJAT, P13RV3.UJAT);Inverter;935.5;12024.54;15.97;4;2731.66; Rp3,944,517.04 ;EER;;;;
958;LG;S3-Q06WA (T06EV4.NWAT, T06EV4.UWAT, T06EV4.NWAH, T06EV4.UWAH, E06SV4.NWAT, E06SV4.UWAT);Inverter;490.42;6223.73;12.82;4;1432.0264; Rp2,067,846.12 ;EER;;;;
959;LG;S3-Q09WA (T10EV4.NWAT, T10EV4.UWAT, T10EV4.NWAH, T10EV4.UWAH, E10SV4.NWAT, E10SV4.UWAT);Inverter;927.3;9237.72;11.54;4;2707.716; Rp3,909,941.90 ;EER;;;;
960;LG;S3-Q12JA (E13SIV4.NJAT, E13SIV4.UJAT, T13EV4.NJAT, T13EV4.UJAT);Inverter;996.97;11931.93;14.46;4;2911.1524; Rp4,203,704.07 ;EER;;;;
961;LG;S3-Q18KL (E19SIV4.NKAT, E19SIV4.UKAT, T19EV4.NKAT, T19EV4.UKAT);Inverter;1523.09;18042.93;14.16;4;4447.4228; Rp6,422,078.52 ;EER;;;;
962;LG;S3-Q12JA3AD (T12EV4.NJAT, T12EV4.UJAT);Inverter;1102.4;10122.98;11.03;4;3219.008; Rp4,648,247.55 ;EER;;;;
963;LG;S3-Q12JA (T13EV4 NINJAT, T13EV4 UINJAT);Inverter;993.1;12254.26;14.98;4;2899.852; Rp4,187,386.29 ;EER;;;;
964;LG;S3-Q18KL (T19EV4 NINKAT, T19EV4 UINKAT);Inverter;1543.4;18693.24;14.77;4;4506.728; Rp6,507,715.23 ;EER;;;;
965;LG;S3-Q06WA;Inverter;491.8;6246.18;12.76;4;1436.056; Rp2,073,664.86 ;EER;;;;
966;LG;S3-Q09WA;Inverter;916.3;9662.92;11.8;4;2675.596; Rp3,863,560.62 ;EER;;;;
967;LG;S3-Q12JA (E13SV5 NJAC / E13SV5 UJAC),  (S13EV4 NJAC / S13EV4 UJAC), ;Inverter;1018.1;12675.24;14.8;4;2972.852; Rp4,292,798.29 ;EER;;;;
968;LG;S3-Q18KL (E19SV5 NKAC / E19SV5 UKAC),  (S19EV4 NKAC / S19EV4 UKAC), ;Inverter;1513.6;17987.67;14.08;4;4419.712; Rp6,382,064.13 ;EER;;;;
969;LG;S3-Q09JL (P10RV3 NJAC / P10RV3 UJAC), ;Inverter;641.6;9323.63;16.65;4;1873.472; Rp2,705,293.57 ;EER;;;;
970;LG;S3-Q12JL (P13RV3 NJAC / P13RV3 UJAC), ;Inverter;955.5;12365.18;15.99;4;2790.06; Rp4,028,846.64 ;EER;;;;
971;LG;S3-Q06WA;Inverter;493.5;6299.05;12.95;4;1441.02; Rp2,080,832.88 ;EER;;;;
972;LG;S3-Q09WA;Inverter;969.7;9926.53;11.52;4;2831.524; Rp4,088,720.66 ;EER;;;;
973;LG;E06SV4 NWAC /  E06SV4 UWAC,   E06SV5 NWAC /  E06SV5 UWAC,   S06EV4 NWAC /  S06EV4 UWAC,   T06EV4 NWAC /  T06EV4 UWAC;Inverter;474.5;6485.95;14.36;4;1385.54; Rp2,000,719.76 ;EER;;;;
974;LG;E10SV4 NWAC /  E10SV4 UWAC,   E10SV5 NWAC /  E10SV5 UWAC,   S10EV4 NWAC /  S10EV4 UWAC,   T10EV4 NWAC /  T10EV4 UWAC;Inverter;921.5;10040.55;12.57;4;2690.78; Rp3,885,486.32 ;EER;;;;
975;LG;S3-C05TZ;Non-Inverter;359.9;4703.01;13;4;1050.908; Rp1,517,511.15 ;EER;;;;
976;LG;S3-Q06WA;Inverter;495;6000;13.24;4;1445.4; Rp2,087,157.60 ;EER;;;;
977;LG;S3-Q09WA;Inverter;920;9200;11.12;4;2686.4; Rp3,879,161.60 ;EER;;;;
978;LG;S3-C05TZ2;Non-Inverter;386;5104.16;13.17;4;1127.12; Rp1,627,561.28 ;EER;;;;
979;LG;S3-Q24K2;Inverter;1833.4;22057.57;14.49;4;5353.528; Rp7,730,494.43 ;EER;;;;
980;LG;S3-Q24K2;Inverter;1833.4;22057.57;14.49;4;5353.528; Rp7,730,494.43 ;EER;;;;
981;LG;S3-Q12JA;Inverter;1163.6;12653.9;13.48;4;3397.712; Rp4,906,296.13 ;EER;;;;
982;LG;S3-Q09JA;Inverter;759.9;9969.99;14.74;4;2218.908; Rp3,204,103.15 ;EER;;;;
983;LG;S3-Q09WA;Inverter;936.9;9523.7;11.9;4;2735.748; Rp3,950,420.11 ;EER;;;;
984;LG;S3-Q09WA;Inverter;906.4;9315.37;12.36;4;2646.688; Rp3,821,817.47 ;EER;;;;
985;LG;S3-Q06WA;Inverter;499.4;6493.25;13.46;4;1458.248; Rp2,105,710.11 ;EER;;;;
986;LG;S3-Q12JA;Inverter;1163.6;12653.9;13.48;4;3397.712; Rp4,906,296.13 ;EER;;;;
987;LG;S3-Q09JA;Inverter;759.9;9969.99;14.74;4;2218.908; Rp3,204,103.15 ;EER;;;;
988;LG;S3-Q09WA;Inverter;936.9;5523.7;11.9;4;2735.748; Rp3,950,420.11 ;EER;;;;
989;LG;S3-Q09WA;Inverter;906.4;9315.37;12.36;4;2646.688; Rp3,821,817.47 ;EER;;;;
990;LG;S3-Q06WA;Inverter;499.4;6493.25;13.46;4;1458.248; Rp2,105,710.11 ;EER;;;;
991;LG;S3-C07TZ;Non-Inverter;610.6;7194.11;3.67;2;1677.586176; Rp2,422,434.44 ;CSPF;;;;
992;LG;H07TN4 NCAX2 / H07TN4 UCAX2;Non-Inverter;587.5;6984.1;3.7;2;1615.409208; Rp2,332,650.90 ;CSPF;;;;
993;LG;H09TN4 NCAX2 / H09TN4 UCAX2;Non-Inverter;769;8520.1;3.45;2;2113.486246; Rp3,051,874.14 ;CSPF;;;;
994;LG;H05TN4 NCAX3 / H05TN4 UCAX3;Non-Inverter;382.2;5000;4.02;3;1064.431652; Rp1,537,039.31 ;CSPF;;;;
995;LG;H12TN4 NCAX / H12TN4 UCAX;Non-Inverter;1051.3;11300;3.47;2;2786.909061; Rp4,024,296.68 ;CSPF;;;;
996;LG;H18TN4 NCAX / H18TN4 UCAX;Non-Inverter;1616.1;17000;3.25;1;4476.508251; Rp6,464,077.92 ;CSPF;;;;
997;LG;T05EV5 NINWAC / T05EV5 UINWAC;Inverter;436.1;5132.6;3.83;3;1146.865463; Rp1,656,073.73 ;CSPF;;;;
998;LG;T09EV5 NINWAC / T09EV5 UINWAC;Inverter;924.7;9203.1;4.21;4;1870.793594; Rp2,701,425.95 ;CSPF;;;;
999;LG;T12EV5 NINJAT / T12EV5 UINJAT;Inverter;1071.4;11523.3;4.35;4;2267.051785; Rp3,273,622.78 ;CSPF;;;;
1000;LG;T18EV5 NINJAT / T18EV5 UINJAT;Inverter;1875.2;17340.8;4.24;4;3500.072994; Rp5,054,105.40 ;CSPF;;;;
1001;LG;E06SV5 NWAC / E06SV5 UWAC;Inverter;489.9;6000;4.84;4;1060.91287; Rp1,531,958.18 ;CSPF;;;;
1002;LG;E10SV5 NWAC / E10SV5 UWAC;Inverter;915.9;9200;4.53;4;1738.054755; Rp2,509,751.07 ;CSPF;;;;
1003;LG;E13SV5 NJAC / E13SV5 UJAC;Inverter;1039.4;12000;5.31;5;1934.018188; Rp2,792,722.26 ;CSPF;;;;
1004;LG;E19SV5 NKAC / E19SV5 UKAC;Inverter;1538.4;18000;5.03;5;3062.515878; Rp4,422,272.93 ;CSPF;;;;
1005;LG;H05TN4 NCAX2 / H05TN4 UCAX2;Non-Inverter;382.9;5000;4.18;3;1023.687857; Rp1,478,205.26 ;CSPF;;;;
1006;LG;H09TN4 NCAX2 / H09TN4 UCAX2;Non-Inverter;791.9;8530;3.45;2;2115.942029; Rp3,055,420.29 ;CSPF;;;;
1007;LG;H05TN4 NCAX3 / H05TN4 UCAX3;Non-Inverter;381;5000;4.06;3;1053.94464; Rp1,521,896.06 ;CSPF;;;;
1008;LG;H12TN4 NCAX / H12TN4 UCAX;Non-Inverter;1088.4;11300;3.32;1;2912.823627; Rp4,206,117.32 ;CSPF;;;;
1009;LG;H18TN4 NCAX / H18TN4 UCAX;Non-Inverter;1556.5;17000;3.27;1;4449.128996; Rp6,424,542.27 ;CSPF;;;;
1010;LG;H07TN4 NCAX3 /  H07TN4 UCAX3;Non-Inverter;662.5;7000;3.35;1;1788.245175; Rp2,582,226.03 ;CSPF;;;;
1011;LG;H05TN4 NINCAX5 / H05TN4 UINCAX5;Non-Inverter;340.8;5000;3.91;3;1094.377299; Rp1,580,280.82 ;CSPF;;;;
1012;LG;H07TN4 NINCAX5 / H07TN4 UINCAX5;Non-Inverter;630.7;7000;3.44;2;1741.459691; Rp2,514,667.79 ;CSPF;;;;
1013;LG;H09TN4 NINCAX4 / H09TN4 UINCAX4;Non-Inverter;773.5;8530;3.44;2;2122.093023; Rp3,064,302.33 ;CSPF;;;;
1014;LG;H05TN4 NCAX4 / H05TN4 UCAX4;Non-Inverter;391.1;5050;4.14;3;1043.914346; Rp1,507,412.32 ;CSPF;;;;
1015;LG;H09TN4 NCAX3 / H09TN4 UCAX3;Non-Inverter;772;8600;3.67;2;2005.424036; Rp2,895,832.31 ;CSPF;;;;
1016;LG;H09TN4 NCAX3 / H09TN4 UCAX3;Non-Inverter;772;8600;3.67;2;2005.424036; Rp2,895,832.31 ;CSPF;;;;
1017;LG;H07TN4 NCAX4 / H07TN4 UCAX4;Non-Inverter;731.8;7500;3.54;2;1813.142051; Rp2,618,177.12 ;CSPF;;;;
1018;LG;H07TN4 NCAX4 / H07TN4 UCAX4;Non-Inverter;731.8;7500;3.54;2;1813.142051; Rp2,618,177.12 ;CSPF;;;;
1019;LG;E06SV5 NWAC / E06SV5 UWAC;Inverter;489.5;6000;4.7;4;1092.514529; Rp1,577,590.98 ;CSPF;;;;
1020;LG;E10SV5 NWAC / E10SV5 UWAC;Inverter;922.4;9200;4.41;4;1785.348762; Rp2,578,043.61 ;CSPF;;;;
1021;LG;T12EV5 NJAT T12EV5 UJAT;Inverter;1072;11000;4.96;4;1897.950308; Rp2,740,640.25 ;CSPF;;;;
1022;LG;T18EV5 NJAT T18EV5 UJAT;Inverter;1860.4;17000;4.69;4;3102.057957; Rp4,479,371.69 ;CSPF;;;;
1023;LG;H12TN4 NCAX2 / H12TN4 UCAX2;Non-Inverter;1009.3;12500;3.66;2;2922.824618; Rp4,220,558.75 ;CSPF;;;;
1024;LG;H18TN4 NCAX2 / H18TN4 UCAX2;Non-Inverter;1465;18200;3.79;2;4109.661075; Rp5,934,350.59 ;CSPF;;;;
1025;LG;H12TN4 NCAX2 / H12TN4 UCAX2;Non-Inverter;1009.3;12500;3.66;2;2922.824618; Rp4,220,558.75 ;CSPF;;;;
1026;LG;H18TN4 NCAX2 / H18TN4 UCAX2;Non-Inverter;1465;18200;3.79;2;4109.661075; Rp5,934,350.59 ;CSPF;;;;
1027;LG;T12EV5 NJAT T12EV5 UJAT;Inverter;1072;11000;4.96;4;1897.950308; Rp2,740,640.25 ;CSPF;;;;
1028;LG;T18EV5 NJAT T18EV5 UJAT;Inverter;1860.4;17000;4.69;4;3102.057957; Rp4,479,371.69 ;CSPF;;;;
1029;LG;T05EV5 NWAC / T05EV5 UWAC;Inverter;415.3;5000;3.83;3;1117.236355; Rp1,613,289.30 ;CSPF;;;;
1030;LG;T05EV5 NWAC / T05EV5 UWAC;Inverter;415.3;5000;3.83;3;1117.236355; Rp1,613,289.30 ;CSPF;;;;
1031;LG;H12TN4 NCAX3 / H12TN4 UCAX3;Non-Inverter;1040.7;11600;3.4;2;2919.798635; Rp4,216,189.23 ;CSPF;;;;
1032;LG;H18TN4 NCAX3 / H18TN4 UCAX3;Non-Inverter;1467;17000;3.66;2;3975.04148; Rp5,739,959.90 ;CSPF;;;;
1033;LG;H12TN4 NCAX3 / H12TN4 UCAX3;Non-Inverter;1040.7;11600;3.4;2;2919.798635; Rp4,216,189.23 ;CSPF;;;;
1034;LG;H18TN4 NCAX3 / H18TN4 UCAX3;Non-Inverter;1467;17000;3.66;2;3975.04148; Rp5,739,959.90 ;CSPF;;;;
1035;LG;"K05NSA NIN / K05NSA UIN; K05NSB NIN / K05NSB UIN";Non-Inverter;414.8;5000;3.83;3;1117.236355; Rp1,613,289.30 ;CSPF;;;;
1036;LG;"K05NVA NIN / K05NVA UIN; K05NVB NIN / K05NVB UIN";Inverter;440;5000;4.34;4;985.9482121; Rp1,423,709.22 ;CSPF;;;;
1037;LG;"K09NVA NIN1 / K09NVA UIN1; K09NVB NIN1 / K09NVB UIN1";Inverter;1027.6;8800;4.22;4;1784.612991; Rp2,576,981.16 ;CSPF;;;;
1038;LG;"K09NSA NIN1 / K09NSA NIN1; K09NSB NIN1 / K09NSB NIN1";Non-Inverter;786.1;8600;3.4;2;2164.678298; Rp3,125,795.46 ;CSPF;;;;
1039;LG;A09TVA NTH / A09TVA UTH;Inverter;810;9200;5.29;5;1488.353127; Rp2,149,181.92 ;CSPF;;;;
1040;LG;A12TVA NTH / A12TVA UTH;Inverter;1150;12200;5.92;5;1763.648173; Rp2,546,707.96 ;CSPF;;;;
1041;LG;A18TVA NTH / A18TVA UTH;Inverter;1760;18000;5.42;5;2842.150344; Rp4,104,065.10 ;CSPF;;;;
1042;LG;"K07NSA NIN / K07NSA UIN; K07NSB NIN / K07NSB UIN";Non-Inverter;666.9;7000;3.43;2;1746.536833; Rp2,521,999.19 ;CSPF;;;;
1043;LG;K12NSA NIN / K12NSA UIN;Non-Inverter;1076.8;11600;3.42;2;2902.723789; Rp4,191,533.15 ;CSPF;;;;
1044;LG;K18NSA NIN / K18NSA UIN;Non-Inverter;1430.5;17000;3.67;2;3964.210304; Rp5,724,319.68 ;CSPF;;;;
1045;LG;S3-Q12JA;Inverter;1080.6;12310.96;14.16;4;3155.352; Rp4,556,328.29 ;EER;;;;
1046;LG;S3-Q18KL;Inverter;1512.3;18026.93;14.46;4;4415.916; Rp6,376,582.70 ;EER;;;;
1047;LG;S3-C09TZ;Non-Inverter;781;8930.19;3.56;2;2146.765118; Rp3,099,928.83 ;CSPF;;;;
1048;LG;H05TN4 NCAX4 / H05TN4 UCAX4;Non-Inverter;391.1;5050;4.14;3;1043.914346; Rp1,507,412.32 ;CSPF;;;;
1049;Maspion;MAC-05ESLW / MAC-05CSLW;Non-Inverter;350;5000;11.91;4;1022; Rp1,475,768.00 ;EER;;;;
1050;McQuay;"M5WM10L;M5WM10P /M5LC10F";Non-Inverter;889.67;8999.39;10.12;3;2597.8364; Rp3,751,275.76 ;EER;;;;
1051;McQuay;"M5WM15L;M5WM15P /M5LC15F";Non-Inverter;1089.22;10878.7;9.99;3;3180.5224; Rp4,592,674.35 ;EER;;;;
1052;McQuay;"M5WM20L;M5WM20P /M5LC20CL";Non-Inverter;1752.69;16534.84;9.43;2;5117.8548; Rp7,390,182.33 ;EER;;;;
1053;McQuay;"M5WM25L;M5WM25P /M5LC25CL";Non-Inverter;2007.3;20014.62;9.97;3;5861.316; Rp8,463,740.30 ;EER;;;;
1054;McQuay;M5WMY10P / M5LCY10F2;Inverter;806.84;8930.79;14.38;4;2355.9728; Rp3,402,024.72 ;EER;;;;
1055;McQuay;M5WMY15P / M5LCY15F2;Inverter;1302.16;11696.37;13.36;4;3802.3072; Rp5,490,531.60 ;EER;;;;
1056;McQuay;M5WMY20P / M5LCY20C2;Inverter;1669.41;18556.76;12.93;4;4874.6772; Rp7,039,033.88 ;EER;;;;
1057;McQuay;M5WMY25P / M5LCY25C2;Inverter;1955.67;21753.75;13.91;4;5710.5564; Rp8,246,043.44 ;EER;;;;
1058;Midea;MSBL-09CRN1(I) /MSBL-09CRN1(O);Non-Inverter;872;9591;11;4;2546.24; Rp3,676,770.56 ;EER;;;;
1059;Midea;MSBL-12CRN1(I) /MSBL-12CRN1(O);Non-Inverter;1053;11474;10.9;4;3074.76; Rp4,439,953.44 ;EER;;;;
1060;Midea;MSBC-05CRN1(I) /MSBC-05CRN1(O);Non-Inverter;395;4644;11.76;4;1153.4; Rp1,665,509.60 ;EER;;;;
1061;Midea;MSBC-07CRN1(I) /MSBC-07CRN1(O);Non-Inverter;736;7036;9.6;2;2149.12; Rp3,103,329.28 ;EER;;;;
1062;Midea;MSBC-09CRN1(I) /MSBC-09CRN1(O);Non-Inverter;694;8716;9.75;2;2026.48; Rp2,926,237.12 ;EER;;;;
1063;Midea;MSBC-12CRN1(I) /MSBC-12CRN1(O);Non-Inverter;1184;11771;9.94;2;3457.28; Rp4,992,312.32 ;EER;;;;
1064;Midea;MSBC-18CRN1(I) /MSBC-18CRN1(O);Non-Inverter;1715;17116;9.98;3;5007.8; Rp7,231,263.20 ;EER;;;;
1065;Midea;MSBC-24CRN1(I) /MSBC-24CRN1(O);Non-Inverter;2367;22188;9.37;2;6911.64; Rp9,980,408.16 ;EER;;;;
1066;Midea;MSFC-05CRN1(I) /MSFC-05CRN1(O);Non-Inverter;397;4607;11.6;4;1159.24; Rp1,673,942.56 ;EER;;;;
1067;Midea;MSFC-09CRN1(I) /MSFC-09CRN1(O);Non-Inverter;887;9324;10.51;4;2590.04; Rp3,740,017.76 ;EER;;;;
1068;Midea;MSC4-05CRN1(I) /MSC4-05CRN1(O);Non-Inverter;360;4272;11.67;4;1051.2; Rp1,517,932.80 ;EER;;;;
1069;Midea;MSC4-09CRN1(I) /MSC4-09CRN1(O);Non-Inverter;703;7773;11.06;4;2052.76; Rp2,964,185.44 ;EER;;;;
1070;Midea;MSF-05CRN1(I) /MSF-05CRN1(O);Non-Inverter;360;4272;11.57;4;1051.2; Rp1,517,932.80 ;EER;;;;
1071;Midea;MSF-09CRN1(I) /MSF-09CRN1(O);Non-Inverter;703;7773;11.06;4;2052.76; Rp2,964,185.44 ;EER;;;;
1072;Midea;MSB2-05CRN1(I) /MSB2-05CRN1(O);Non-Inverter;416;4470;10.75;4;1214.72; Rp1,754,055.68 ;EER;;;;
1073;Midea;MSB2-09CRN1(I) /MSB2-09CRN1(O);Non-Inverter;917;8016;8.74;1;2677.64; Rp3,866,512.16 ;EER;;;;
1074;Midea;MSB2-12CRN1(I) /MSB2-12CRN1(O);Non-Inverter;1095;10860;9.92;2;3197.4; Rp4,617,045.60 ;EER;;;;
1075;Midea;MSKID-09CRDN1 (I) / MSKID-09CRDN1 (O);Inverter;807;9441;11.7;4;2356.44; Rp3,402,699.36 ;EER;;;;
1076;Midea;MSKID-12CRDN1 (I) / MSKID-12CRDN1 (O);Inverter;1182;12409;10.5;4;3451.44; Rp4,983,879.36 ;EER;;;;
1077;Midea;MSMB-09CRDN1 (I) / MSMB-09CRDN1 (O);Inverter;733;9235;12.6;4;2140.36; Rp3,090,679.84 ;EER;;;;
1078;Midea;MSMB-12CRDN1 (I) / MSMB-12CRDN1 (O);Inverter;882;11049;12.53;4;2575.44; Rp3,718,935.36 ;EER;;;;
1079;Midea;MSMB-18CRDN1 (I) / MSMB-18CRDN1 (O);Inverter;1640;17186;10.48;4;4788.8; Rp6,915,027.20 ;EER;;;;
1080;Midea;MSOC-05CRLN2 (I) /MSOC-05CRLN2 (O);Non-Inverter;329;4445;13.51;4;960.68; Rp1,387,221.92 ;EER;;;;
1081;Midea;MSBM-05CRLN2(I) /MSBM-05CRLN2(O);Non-Inverter;329;4445;13.51;4;960.68; Rp1,387,221.92 ;EER;;;;
1082;Midea;MSFO-05CRLN2(I) /MSFO-05CRLN2(O);Non-Inverter;331;4330;13.08;4;966.52; Rp1,395,654.88 ;EER;;;;
1083;Midea;MSOC-09CRLN2(I) /MSOC-09CRLN2(O);Non-Inverter;688;8851;12.86;4;2008.96; Rp2,900,938.24 ;EER;;;;
1084;Midea;MSBM-09CRLN2(I) /MSBM-09CRLN2(O);Non-Inverter;688;8851;12.86;4;2008.96; Rp2,900,938.24 ;EER;;;;
1085;Midea;MSFO-09CRLN2(I) /MSFO-09CRLN2(O);Non-Inverter;689;8649;12.55;4;2011.88; Rp2,905,154.72 ;EER;;;;
1086;Midea;MSBN-05CRN1 (I) /MSBN-05CRN1 (O);Non-Inverter;395;4644;11.76;4;1153.4; Rp1,665,509.60 ;EER;;;;
1087;Midea;MSBN-09CRN1 (I) /MSBN-09CRN1 (O);Non-Inverter;894;8716;9.75;2;2610.48; Rp3,769,533.12 ;EER;;;;
1088;Midea;MSBN-18CRN1 (I) /MSBN-18CRN1 (O);Non-Inverter;1715;17116;9.98;2;5007.8; Rp7,231,263.20 ;EER;;;;
1089;Midea;MSBE-05CRN1 (I) /MSBE-05CRN1 (O);Non-Inverter;4644;395;11.76;4;13560.48; Rp19,581,333.12 ;EER;;;;
1090;Midea;MSBE-07CRN1 (I) /MSBE-07CRN1 (O);Non-Inverter;7063;736;9.6;2;20623.96; Rp29,780,998.24 ;EER;;;;
1091;Midea;MSBE-18CRN1 (I) /MSBE-18CRN1 (O);Non-Inverter;17486;1880;9.82;2;51059.12; Rp73,729,369.28 ;EER;;;;
1092;Midea;"MSBE-09CRN1 (I) /MSBE-09CRN1 (O);MSBD-09CRN1 (I) /MSBD-09CRN1 (O)";Non-Inverter;8512;890;9.56;2;24855.04; Rp35,890,677.76 ;EER;;;;
1093;Midea;"MSBE-12CRN1 (I) /MSBE-12CRN1 (O);MSBD-12CRN1 (I) /MSBD-12CRN1 (O)";Non-Inverter;11160;1026;10.88;4;32587.2; Rp47,055,916.80 ;EER;;;;
